ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000184007,PTP4A2,8073,protein_coding,chr1:32372022-32410457,-1.471754377,1.69E-56,1.60E-54,-19.31847818
ENSG00000138867,GUCD1,83606,protein_coding,chr22:24936406-24951903,-1.471476621,1.85E-56,1.74E-54,-19.3090565
ENSG00000106771,TMEM245,23731,protein_coding,chr9:111777432-111882225,-1.538370482,1.94E-56,1.81E-54,-19.30400604
ENSG00000116396,KCNC4,3749,protein_coding,chr1:110753965-110825722,2.059005281,2.83E-56,2.60E-54,19.26280887
ENSG00000138434,SSFA2,6744,protein_coding,chr2:182756560-182795465,-1.435274713,2.58E-56,2.39E-54,-19.27274056
ENSG00000005243,COPZ2,51226,protein_coding,chr17:46103533-46115392,1.534502855,2.78E-56,2.56E-54,19.26475676
ENSG00000163082,SGPP2,130367,protein_coding,chr2:223289236-223425667,-5.40415335,3.56E-56,3.23E-54,-19.23763527
ENSG00000168135,KCNJ4,3761,protein_coding,chr22:38822332-38851205,2.287462011,3.53E-56,3.22E-54,19.23854022
ENSG00000160310,PRMT2,3275,protein_coding,chr21:48055079-48085036,1.527377878,3.36E-56,3.08E-54,19.24394223
ENSG00000205339,IPO7,10527,protein_coding,chr11:9406169-9469673,-1.373642671,5.92E-56,5.35E-54,-19.18239462
ENSG00000182107,TMEM30B,161291,protein_coding,chr14:61744088-61748558,3.15255379,6.46E-56,5.81E-54,19.17294864
ENSG00000143753,DEGS1,8560,protein_coding,chr1:224363458-224381143,-1.441279098,6.65E-56,5.96E-54,-19.16968365
ENSG00000167123,CERCAM,51148,protein_coding,chr9:131174030-131199626,2.049851522,8.24E-56,7.35E-54,19.14647366
ENSG00000170471,RALGAPB,57148,protein_coding,chr20:37101459-37207504,-1.237120293,8.45E-56,7.51E-54,-19.14365663
ENSG00000015475,BID,637,protein_coding,chr22:18216906-18257536,-1.645279269,1.16E-55,1.03E-53,-19.10924066
ENSG00000196821,C6orf106,64771,protein_coding,chr6:34555065-34664636,-1.484318005,1.59E-55,1.40E-53,-19.0751838
ENSG00000108641,B9D1,27077,protein_coding,chr17:19240867-19281495,1.625295947,2.55E-55,2.20E-53,19.02371947
ENSG00000203747,FCGR3A,2214,protein_coding,chr1:161511549-161600917,-2.540471066,2.38E-55,2.07E-53,-19.03125186
ENSG00000182492,BGN,633,protein_coding,chrX:152760397-152775012,2.188750518,2.51E-55,2.17E-53,19.02539727
ENSG00000163399,ATP1A1,476,protein_coding,chr1:116915290-116952883,-1.627265493,2.83E-55,2.43E-53,-19.01216242
ENSG00000169733,RFNG,5986,protein_coding,chr17:80005778-80009707,1.425433096,3.38E-55,2.88E-53,18.99277558
ENSG00000162383,SLC1A7,6512,protein_coding,chr1:53552855-53608289,8.275557512,2.22E-55,1.94E-53,19.03881023
ENSG00000156466,GDF6,392255,protein_coding,chr8:97154562-97173020,4.420981782,3.11E-55,2.66E-53,19.00209764
ENSG00000084073,ZMPSTE24,10269,protein_coding,chr1:40723779-40759856,-1.471207305,4.15E-55,3.51E-53,-18.97052788
ENSG00000115091,ACTR3,10096,protein_coding,chr2:114647537-114720173,-1.278184254,4.11E-55,3.49E-53,-18.97164987
ENSG00000101187,SLCO4A1,28231,protein_coding,chr20:61273797-61317137,-4.079426898,4.90E-55,4.10E-53,-18.95248621
ENSG00000267653,RP1-193H18.3,NA,lincRNA,chr17:67473280-67497896,-5.116554736,5.22E-55,4.32E-53,-18.94564167
ENSG00000132356,PRKAA1,5562,protein_coding,chr5:40759481-40798476,-1.370173968,4.91E-55,4.10E-53,-18.95226194
ENSG00000114166,KAT2B,8850,protein_coding,chr3:20081515-20195896,-1.461609486,4.90E-55,4.10E-53,-18.9525982
ENSG00000071242,RPS6KA2,6196,protein_coding,chr6:166822852-167319939,-1.553961284,5.21E-55,4.32E-53,-18.94589815
ENSG00000164164,OTUD4,54726,protein_coding,chr4:146031990-146101313,-1.433782228,6.63E-55,5.47E-53,-18.91964724
ENSG00000077942,FBLN1,2192,protein_coding,chr22:45898118-45997015,2.062742399,7.51E-55,6.17E-53,18.90610907
ENSG00000135821,GLUL,2752,protein_coding,chr1:182350839-182361341,-1.813621333,7.75E-55,6.34E-53,-18.90266325
ENSG00000005513,SOX8,30812,protein_coding,chr16:1031808-1036979,2.634069873,9.99E-55,8.08E-53,18.87507317
ENSG00000109265,KIAA1211,57482,protein_coding,chr4:57036361-57194791,7.190323484,2.42E-55,2.11E-53,19.02905166
ENSG00000133835,HSD17B4,3295,protein_coding,chr5:118788138-118972894,-1.336182371,9.16E-55,7.43E-53,-18.88456248
ENSG00000111052,LIN7A,8825,protein_coding,chr12:81186299-81331704,-1.623887138,1.01E-54,8.15E-53,-18.87362074
ENSG00000076344,RGS11,8786,protein_coding,chr16:318300-325980,2.142376706,1.10E-54,8.78E-53,18.86474172
ENSG00000074603,DPP8,54878,protein_coding,chr15:65734801-65810042,-1.28621597,1.02E-54,8.15E-53,-18.87326005
ENSG00000113108,APBB3,10307,protein_coding,chr5:139937853-139973337,1.584632949,1.14E-54,9.05E-53,18.86063079
ENSG00000178922,HYI,81888,protein_coding,chr1:43916824-43919660,1.696950213,1.22E-54,9.65E-53,18.85328375
ENSG00000069702,TGFBR3,7049,protein_coding,chr1:92145902-92371892,-1.791102475,1.14E-54,9.05E-53,-18.86065344
ENSG00000138311,ZNF365,22891,protein_coding,chr10:64133951-64431771,4.309198256,8.34E-55,6.80E-53,18.89471314
ENSG00000111684,LPCAT3,10162,protein_coding,chr12:7085348-7125814,-1.775269654,1.46E-54,1.15E-52,-18.83354178
ENSG00000181045,SLC26A11,284129,protein_coding,chr17:78193498-78227299,1.620149963,2.27E-54,1.76E-52,18.78591364
ENSG00000179639,FCER1A,2205,protein_coding,chr1:159259504-159278014,7.083655985,2.05E-54,1.60E-52,18.79670785
ENSG00000102471,NDFIP2,54602,protein_coding,chr13:80055287-80130210,-1.477368591,2.36E-54,1.82E-52,-18.78185286
ENSG00000087077,TRIP6,7205,protein_coding,chr7:100464760-100471076,1.472564608,2.66E-54,2.04E-52,18.76885918
ENSG00000237686,RP5-1120P11.1,101929705,antisense,chr6:43963460-44042389,2.529981653,3.30E-54,2.52E-52,18.74520192
ENSG00000179300,ZCCHC5,203430,protein_coding,chrX:77911566-77914825,4.738965699,1.77E-54,1.38E-52,18.81289534
ENSG00000120705,ETF1,2107,protein_coding,chr5:137841784-137878989,-1.250083662,2.92E-54,2.24E-52,-18.75869521
ENSG00000267206,LCN6,158062,protein_coding,chr9:139638463-139642980,-4.518423795,3.63E-54,2.76E-52,-18.73491256
ENSG00000115604,IL18R1,8809,protein_coding,chr2:102927989-103015218,-2.815687468,4.76E-54,3.60E-52,-18.70536936
ENSG00000109466,KLHL2,11275,protein_coding,chr4:166128770-166244308,-1.472881504,4.60E-54,3.49E-52,-18.70913337
ENSG00000102935,ZNF423,23090,protein_coding,chr16:49521435-49891830,1.720162052,5.27E-54,3.95E-52,18.69445507
ENSG00000011198,ABHD5,51099,protein_coding,chr3:43731605-43775863,-1.529435705,5.38E-54,4.02E-52,-18.69204759
ENSG00000133026,MYH10,4628,protein_coding,chr17:8377523-8534079,1.683398514,5.11E-54,3.85E-52,18.697649
ENSG00000114302,PRKAR2A,5576,protein_coding,chr3:48782030-48885279,-1.352702354,5.50E-54,4.10E-52,-18.68962003
ENSG00000134253,TRIM45,80263,protein_coding,chr1:117653682-117665209,1.697189492,6.38E-54,4.69E-52,18.67357999
ENSG00000181704,YIPF6,286451,protein_coding,chrX:67718165-67757127,-1.2621528,6.04E-54,4.48E-52,-18.67958774
ENSG00000136560,TANK,10010,protein_coding,chr2:161993419-162092732,-1.429083935,6.31E-54,4.65E-52,-18.67472085
ENSG00000140688,C16orf58,64755,protein_coding,chr16:31500792-31520630,1.406077904,6.26E-54,4.63E-52,18.67563325
ENSG00000165209,STRBP,55342,protein_coding,chr9:125871779-126030855,-1.705971937,6.85E-54,5.01E-52,-18.66584723
ENSG00000174332,GLIS1,148979,protein_coding,chr1:53971910-54199877,5.316904976,1.40E-54,1.10E-52,18.83839437
ENSG00000224165,DNAJC27-AS1,729723,antisense,chr2:25194259-25262563,2.482178837,9.34E-54,6.81E-52,18.63219683
ENSG00000179772,FOXS1,2307,protein_coding,chr20:30432103-30433420,2.810250886,1.12E-53,8.07E-52,18.61259679
ENSG00000073712,FERMT2,10979,protein_coding,chr14:53323986-53419153,-1.320399684,1.03E-53,7.50E-52,-18.6212836
ENSG00000171552,BCL2L1,598,protein_coding,chr20:30252255-30311792,-1.557019565,1.09E-53,7.91E-52,-18.61514297
ENSG00000151468,CCDC3,83643,protein_coding,chr10:12938627-13141652,2.21303835,1.31E-53,9.44E-52,18.59517394
ENSG00000137462,TLR2,7097,protein_coding,chr4:154622652-154626851,-2.039280913,1.53E-53,1.10E-51,-18.57823832
ENSG00000137752,CASP1,834,protein_coding,chr11:104896170-104972158,1.613905877,1.60E-53,1.15E-51,18.5734402
ENSG00000118777,ABCG2,9429,protein_coding,chr4:89011416-89152474,2.798735547,1.79E-53,1.27E-51,18.5615114
ENSG00000214021,TTLL3,26140,protein_coding,chr3:9849770-9896822,1.498513973,1.98E-53,1.40E-51,18.55051998
ENSG00000064201,TSPAN32,10077,protein_coding,chr11:2323227-2339430,2.145394867,2.31E-53,1.63E-51,18.53358255
ENSG00000082153,BZW1,9689,protein_coding,chr2:201675317-201688569,-1.365721706,2.39E-53,1.68E-51,-18.53006393
ENSG00000141447,OSBPL1A,114876,protein_coding,chr18:21742008-21977844,-1.379368202,2.75E-53,1.92E-51,-18.51479546
ENSG00000154027,AK5,26289,protein_coding,chr1:77747736-78025651,3.814391641,1.98E-53,1.40E-51,18.55034031
ENSG00000176853,FAM91A1,157769,protein_coding,chr8:124780696-124827692,-1.388100753,3.50E-53,2.43E-51,-18.48865092
ENSG00000143196,DPT,1805,protein_coding,chr1:168664697-168698502,2.515693209,3.39E-53,2.37E-51,18.49204307
ENSG00000133703,KRAS,3845,protein_coding,chr12:25357723-25403870,-1.372382175,4.06E-53,2.80E-51,-18.47250377
ENSG00000116906,GNPAT,8443,protein_coding,chr1:231376953-231413719,-1.201711223,3.99E-53,2.76E-51,-18.47445802
ENSG00000011201,KAL1,3730,protein_coding,chrX:8496915-8700227,1.864890776,6.09E-53,4.19E-51,18.42839164
ENSG00000128045,RASL11B,65997,protein_coding,chr4:53728457-53733000,3.041495741,6.16E-53,4.22E-51,18.42722654
ENSG00000169155,ZBTB43,23099,protein_coding,chr9:129567285-129600489,-1.432297598,7.16E-53,4.88E-51,-18.41091516
ENSG00000118900,UBN1,29855,protein_coding,chr16:4896666-4932361,-1.506003694,7.03E-53,4.81E-51,-18.41280252
ENSG00000163050,ADCK3,56997,protein_coding,chr1:227085237-227175246,-1.612926619,8.02E-53,5.45E-51,-18.39847548
ENSG00000113328,CCNG1,900,protein_coding,chr5:162864575-162873157,-1.629586753,8.69E-53,5.88E-51,-18.38979606
ENSG00000213625,LEPROT,54741,protein_coding,chr1:65886270-65901690,-1.245474364,9.65E-53,6.51E-51,-18.37842581
ENSG00000026950,BTN3A1,11119,protein_coding,chr6:26402465-26415444,1.922306604,1.69E-52,1.13E-50,18.317731
ENSG00000107821,KAZALD1,81621,protein_coding,chr10:102821598-102827888,2.088687555,2.05E-52,1.37E-50,18.2965035
ENSG00000131620,ANO1,55107,protein_coding,chr11:69924408-70035634,1.671814243,2.29E-52,1.52E-50,18.2847278
ENSG00000173992,CCS,9973,protein_coding,chr11:66360292-66373490,1.369187746,3.00E-52,1.98E-50,18.25538184
ENSG00000141425,RPRD1A,55197,protein_coding,chr18:33564350-33647539,-1.242505664,2.97E-52,1.98E-50,-18.2561149
ENSG00000159640,ACE,1636,protein_coding,chr17:61554422-61599205,3.772221911,3.89E-52,2.56E-50,18.22690521
ENSG00000198033,TUBA3C,7278,protein_coding,chr13:19747910-19755992,-5.947101168,1.20E-52,8.10E-51,-18.35430461
ENSG00000155313,USP25,29761,protein_coding,chr21:17102344-17252377,-1.303237455,3.54E-52,2.33E-50,-18.23725093
ENSG00000092969,TGFB2,7042,protein_coding,chr1:218519577-218617961,2.609292619,4.73E-52,3.09E-50,18.20584836
ENSG00000144959,NCEH1,57552,protein_coding,chr3:172348039-172429008,-1.771196974,4.38E-52,2.87E-50,-18.21415769
ENSG00000134709,HOOK1,51361,protein_coding,chr1:60280458-60342050,-2.94778885,5.93E-52,3.86E-50,-18.18120328
ENSG00000160469,BRSK1,84446,protein_coding,chr19:55793440-55823901,2.201605665,7.00E-52,4.55E-50,18.16311742
ENSG00000142748,FCN3,8547,protein_coding,chr1:27695603-27701315,-4.97414882,8.84E-52,5.68E-50,-18.13784411
ENSG00000147872,PLIN2,123,protein_coding,chr9:19108373-19149288,-2.367673518,7.58E-52,4.91E-50,-18.15448267
ENSG00000150281,CTF1,1489,protein_coding,chr16:30907928-30914881,1.93014725,9.31E-52,5.95E-50,18.13213574
ENSG00000149256,TENM4,26011,protein_coding,chr11:78363876-79151992,2.962800913,9.19E-52,5.89E-50,18.13362385
ENSG00000073008,PVR,5817,protein_coding,chr19:45147098-45166850,-1.830300867,8.71E-52,5.62E-50,-18.13945211
ENSG00000161570,CCL5,NA,protein_coding,chr17:34198495-34207797,4.464982767,1.13E-51,7.12E-50,18.11134666
ENSG00000130962,PRRG1,5638,protein_coding,chrX:37208528-37316548,-1.438545945,1.11E-51,7.03E-50,-18.11339041
ENSG00000066933,MYO9A,4649,protein_coding,chr15:72114632-72410918,-1.347991382,1.12E-51,7.12E-50,-18.11165824
ENSG00000174348,PODN,127435,protein_coding,chr1:53527854-53551174,2.125114283,1.26E-51,7.91E-50,18.09934238
ENSG00000165219,GAPVD1,26130,protein_coding,chr9:128024073-128129486,-1.250002863,1.26E-51,7.91E-50,-18.09927379
ENSG00000143603,KCNN3,3782,protein_coding,chr1:154669931-154842756,2.287869696,1.66E-51,1.02E-49,18.06957232
ENSG00000128602,SMO,6608,protein_coding,chr7:128828713-128853386,1.675365066,1.62E-51,1.01E-49,18.0717191
ENSG00000152642,GPD1L,23171,protein_coding,chr3:32147181-32210205,-1.589494319,1.30E-51,8.13E-50,-18.09602271
ENSG00000137040,RANBP6,26953,protein_coding,chr9:6011043-6015618,-1.472987209,1.38E-51,8.63E-50,-18.08919165
ENSG00000025156,HSF2,3298,protein_coding,chr6:122720691-122754264,-1.451631302,1.43E-51,8.89E-50,-18.08567389
ENSG00000136634,IL10,3586,protein_coding,chr1:206940947-206945839,-4.78653267,1.01E-51,6.45E-50,-18.12313046
ENSG00000198689,SLC9A6,10479,protein_coding,chrX:135067598-135129423,-1.327778841,1.63E-51,1.01E-49,-18.07126907
ENSG00000079616,KIF22,3835,protein_coding,chr16:29802040-29816706,1.496307318,2.02E-51,1.24E-49,18.04808598
ENSG00000134001,EIF2S1,1965,protein_coding,chr14:67826714-67853233,-1.232684555,2.04E-51,1.25E-49,-18.04716193
ENSG00000138018,EPT1,85465,protein_coding,chr2:26531415-26618759,-1.411564964,2.35E-51,1.44E-49,-18.03163293
ENSG00000114850,SSR3,6747,protein_coding,chr3:156257929-156272973,-1.523037321,2.47E-51,1.51E-49,-18.02597592
ENSG00000185010,F8,2157,protein_coding,chrX:154064063-154255215,-1.947396098,2.78E-51,1.68E-49,-18.0134693
ENSG00000181513,ACBD4,79777,protein_coding,chr17:43209967-43221548,1.540079537,3.84E-51,2.29E-49,17.9781427
ENSG00000156475,PPP2R2B,5521,protein_coding,chr5:145967936-146464347,5.163645878,2.52E-51,1.53E-49,18.02382492
ENSG00000138641,HERC3,8916,protein_coding,chr4:89442199-89629693,-1.412827444,3.29E-51,1.98E-49,-17.99515869
ENSG00000064692,SNCAIP,9627,protein_coding,chr5:121647049-121799914,2.228389634,3.98E-51,2.36E-49,17.97423544
ENSG00000130813,C19orf66,55337,protein_coding,chr19:10196798-10203928,1.445086389,3.72E-51,2.23E-49,17.98177717
ENSG00000156471,PTDSS1,9791,protein_coding,chr8:97273943-97349223,-1.659293277,3.31E-51,1.99E-49,-17.99429886
ENSG00000100644,HIF1A,3091,protein_coding,chr14:62162231-62214976,-1.520062625,3.73E-51,2.23E-49,-17.98132965
ENSG00000108395,TRIM37,4591,protein_coding,chr17:57059999-57184282,-1.376984593,3.94E-51,2.35E-49,-17.975448
ENSG00000272016,RP11-215G15.5,NA,lincRNA,chr5:10654332-10657928,2.536631016,4.96E-51,2.92E-49,17.95039756
ENSG00000149260,CAPN5,726,protein_coding,chr11:76777979-76837201,1.798820679,5.39E-51,3.16E-49,17.94146585
ENSG00000143774,GUK1,2987,protein_coding,chr1:228327663-228336685,1.3661074,4.61E-51,2.72E-49,17.95835325
ENSG00000111666,CHPT1,56994,protein_coding,chr12:102090725-102137918,-1.578165236,4.59E-51,2.72E-49,-17.95879483
ENSG00000172057,ORMDL3,94103,protein_coding,chr17:38077294-38083854,1.422313705,6.25E-51,3.66E-49,17.9252608
ENSG00000048707,VPS13D,55187,protein_coding,chr1:12290124-12572099,-1.717788568,6.33E-51,3.70E-49,-17.92387033
ENSG00000128294,TPST2,8459,protein_coding,chr22:26921458-26992681,-1.509188922,8.29E-51,4.83E-49,-17.89457584
ENSG00000053702,NRIP2,83714,protein_coding,chr12:2934514-2944710,2.202898516,1.02E-50,5.86E-49,17.87255177
ENSG00000137573,SULF1,23213,protein_coding,chr8:70378859-70573150,2.409131331,9.19E-51,5.33E-49,17.88342027
ENSG00000104756,KCTD9,54793,protein_coding,chr8:25285366-25315992,-1.360923891,9.30E-51,5.38E-49,-17.882139
ENSG00000142973,CYP4B1,1580,protein_coding,chr1:47223510-47285085,-4.893286156,1.11E-50,6.38E-49,-17.86306617
ENSG00000097033,SH3GLB1,51100,protein_coding,chr1:87170259-87213867,-1.336355328,1.14E-50,6.54E-49,-17.85998377
ENSG00000155085,AK9,221264,protein_coding,chr6:109814059-110012420,-1.553720114,1.45E-50,8.26E-49,-17.83383008
ENSG00000168329,CX3CR1,1524,protein_coding,chr3:39304985-39323226,4.871388358,1.31E-50,7.52E-49,17.84462474
ENSG00000102316,MAGED2,10916,protein_coding,chrX:54834032-54842445,1.463001899,1.40E-50,7.99E-49,17.83774209
ENSG00000181195,PENK,5179,protein_coding,chr8:57349233-57359293,10.45672634,1.89E-50,1.07E-48,17.80477053
ENSG00000100934,SEC23A,10484,protein_coding,chr14:39501123-39578850,-1.463728042,1.61E-50,9.16E-49,-17.82224305
ENSG00000182916,TCEAL7,56849,protein_coding,chrX:102585124-102587254,1.788655495,2.18E-50,1.22E-48,17.78962912
ENSG00000146476,C6orf211,79624,protein_coding,chr6:151773422-151791236,-1.378559348,2.11E-50,1.19E-48,-17.7929587
ENSG00000152583,SPARCL1,8404,protein_coding,chr4:88394487-88452213,-1.511572741,2.02E-50,1.14E-48,-17.79790326
ENSG00000215039,CD27-AS1,678655,antisense,chr12:6548167-6560733,1.585136721,2.37E-50,1.32E-48,17.78060715
ENSG00000003436,TFPI,7035,protein_coding,chr2:188328957-188430487,-1.578481718,2.18E-50,1.22E-48,-17.78954153
ENSG00000171812,COL8A2,1296,protein_coding,chr1:36560837-36590821,2.732742073,2.65E-50,1.47E-48,17.76816073
ENSG00000112182,BACH2,60468,protein_coding,chr6:90636248-91006627,2.00920624,2.79E-50,1.54E-48,17.76279366
ENSG00000244486,SCARF2,91179,protein_coding,chr22:20778874-20792146,1.837699893,2.79E-50,1.54E-48,17.76281195
ENSG00000178685,PARP10,84875,protein_coding,chr8:145051321-145086940,1.855014968,2.79E-50,1.54E-48,17.76252593
ENSG00000102226,USP11,8237,protein_coding,chrX:47092089-47107727,1.475275057,2.51E-50,1.40E-48,17.77406179
ENSG00000018280,SLC11A1,6556,protein_coding,chr2:219246752-219261617,-3.354215152,3.31E-50,1.81E-48,-17.74413731
ENSG00000123739,PLA2G12A,81579,protein_coding,chr4:110631145-110651233,-1.408829568,3.09E-50,1.70E-48,-17.75151772
ENSG00000103260,METRN,79006,protein_coding,chr16:765115-769655,1.51358611,3.72E-50,2.04E-48,17.73134755
ENSG00000204397,CARD16,114769,protein_coding,chr11:104912053-104972158,1.681233828,4.42E-50,2.41E-48,17.71265431
ENSG00000164530,PI16,221476,protein_coding,chr6:36922209-36932613,4.100221739,4.14E-50,2.26E-48,17.71976236
ENSG00000136868,SLC31A1,1317,protein_coding,chr9:115983808-116028674,-1.508225407,4.70E-50,2.55E-48,-17.70606871
ENSG00000136490,LIMD2,80774,protein_coding,chr17:61773262-61778532,1.801019269,5.63E-50,3.04E-48,17.68648758
ENSG00000128606,LRRC17,10234,protein_coding,chr7:102553438-102585396,2.993908736,5.94E-50,3.20E-48,17.68056655
ENSG00000140459,CYP11A1,1583,protein_coding,chr15:74630100-74660081,3.345091347,5.29E-50,2.87E-48,17.69308628
ENSG00000128513,POT1,25913,protein_coding,chr7:124462440-124570037,-1.421708494,6.58E-50,3.52E-48,-17.66945054
ENSG00000135766,EGLN1,54583,protein_coding,chr1:231499497-231560790,-1.572130886,6.00E-50,3.22E-48,-17.67949411
ENSG00000140564,FURIN,5045,protein_coding,chr15:91411822-91426688,-1.397155045,6.46E-50,3.46E-48,-17.67150173
ENSG00000145681,HAPLN1,1404,protein_coding,chr5:82933624-83017432,7.062743756,1.09E-49,5.76E-48,17.61494671
ENSG00000257704,PRR24,255783,protein_coding,chr19:47778142-47778979,1.572744506,1.12E-49,5.90E-48,17.6121016
ENSG00000121579,NAA50,80218,protein_coding,chr3:113435307-113465147,-1.310239447,9.18E-50,4.89E-48,-17.63326238
ENSG00000122958,VPS26A,9559,protein_coding,chr10:70883268-70932617,-1.214366,9.87E-50,5.25E-48,-17.62536683
ENSG00000170185,USP38,84640,protein_coding,chr4:144106070-144144983,-1.424096239,1.24E-49,6.51E-48,-17.60079803
ENSG00000114062,UBE3A,7337,protein_coding,chr15:25582381-25684128,-1.317906201,1.21E-49,6.36E-48,-17.6035456
ENSG00000100242,SUN2,25777,protein_coding,chr22:39130730-39190148,-1.430359361,1.29E-49,6.79E-48,-17.59592827
ENSG00000246100,LINC00900,NA,lincRNA,chr11:115624966-115631345,2.535306636,1.44E-49,7.54E-48,17.58433956
ENSG00000169504,CLIC4,25932,protein_coding,chr1:25071848-25170815,-1.557487325,1.55E-49,8.11E-48,-17.57607854
ENSG00000236208,C10orf71-AS1,NA,antisense,chr10:50504157-50507063,2.196953711,2.31E-49,1.20E-47,17.53315286
ENSG00000197457,STMN3,50861,protein_coding,chr20:62271061-62284780,1.724277098,2.86E-49,1.48E-47,17.50975628
ENSG00000005844,ITGAL,3683,protein_coding,chr16:30483979-30534506,3.194273559,3.01E-49,1.55E-47,17.50426718
ENSG00000085760,MTIF2,4528,protein_coding,chr2:55463731-55496483,-1.317129196,2.62E-49,1.36E-47,-17.51932906
ENSG00000163590,PPM1L,151742,protein_coding,chr3:160473390-160796695,-1.562048116,3.00E-49,1.55E-47,-17.50439343
ENSG00000110076,NRXN2,9379,protein_coding,chr11:64373646-64490660,3.520056298,2.69E-49,1.39E-47,17.51646498
ENSG00000150768,DLAT,1737,protein_coding,chr11:111895538-111935114,-1.400805073,3.26E-49,1.67E-47,-17.49547287
ENSG00000033867,SLC4A7,9497,protein_coding,chr3:27414214-27525911,-1.732956167,3.94E-49,2.02E-47,-17.47476705
ENSG00000167646,DNAAF3,352909,protein_coding,chr19:55670031-55678090,2.638054042,4.52E-49,2.30E-47,17.4598939
